Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,61.5,2.01,50,79.2861,8.94785,6.49491,10.7313,15.4081,1.46675,0.04131,28.3636,18.8161,1
