Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,-3,1.01,150,150.033,0.359001,0.014517,18.596,18.5995,1.44269,1.69754,0.850604,0.0618149,1
