Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,44,-5.66,150,156.423,0.172645,0.018822,11.2058,11.2072,1.58167,0.127071,14.3014,0.0640752,1
