Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,71,8.48,150,166.171,0.349202,0.13616,11.7276,11.7336,2.62695,0.191502,14.3427,-0.0134769,1
