Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,71,8.48,150,166.171,9.65718,3.8192,15.1089,18.3337,2.33073,0.116146,18.579,-36.9153,1
