Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,60,0.94,150,161.558,4.28073,2.92351,12.2693,13.3194,1.94293,0.0747628,23.4732,8.67148,1
