Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,-3,1.01,150,150.033,7.29719,0.300485,20.1138,21.3987,0.125807,0.129194,0.974695,8.48917,1
