Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,-3,1.01,150,150.033,3.72708,0.167951,21.0497,21.3778,0.109096,0.137425,0.784164,2.35709,1
