Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,71,8.48,150,166.171,4.60231,1.82449,14.2211,15.0582,2.73394,0.155191,17.5962,-9.1536,1
