Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,44,-5.66,150,156.423,1.74888,0.208525,12.5329,12.656,1.92841,0.130653,16.5271,3.71509,1
