Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,71,8.48,50,87.252,29.1171,11.4473,0.000264269,31.2865,1.11828,0.0614213,13.403,-304.811,1
