Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,-3,1.01,50,50.1001,21.2523,0.813091,-7.91627e-07,21.2679,0.178694,0.132242,1.35123,67.5016,1
