Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,44,-5.66,50,66.8434,10.5561,1.54866,6.5647e-05,10.6691,2.59303,0.0925118,25.0033,123.207,1
