Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,61.5,2.01,50,79.2861,13.2426,9.54506,5.02146,17.079,1.5031,0.0540434,27.5382,39.1068,1
