Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,44,-5.66,50,66.8434,7.33793,0.954041,10.296,12.6792,2.33011,0.100982,21.5228,61.7449,1
