Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,71,8.48,50,87.252,20.74,8.09347,12.6905,25.6262,1.11907,0.0591171,15.1313,-158.517,1
