Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,44,-5.66,50,66.8434,10.3789,1.46686,2.59362,10.7981,2.5751,0.0937035,24.5854,120.04,1
