Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,61.5,2.01,50,79.2861,13.9312,10.0102,2.57282,17.3465,1.48941,0.0563163,27.4753,43.4368,1
