Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,-3,1.01,50,50.1001,20.9312,0.800389,3.72025,21.2743,0.178021,0.132201,1.34657,66.0289,1
