7.391745121588987	1.1292814300370928	6.545529683726576 
7.681919201559794	1.1256818045593495	6.824236805148412 
7.941402611228579	1.125367467569612	7.056719551684878 
8.236324924939911	1.1299528307268907	7.289087385746484 
8.440826495570283	1.1281007300977963	7.482334041959656 
8.483356585303985	1.1285051974037381	7.517339401556117 
8.561866473525285	1.1302650845046351	7.575095958376632 
8.900082817293756	1.1451985953015258	7.771650134578102 
8.928851139835928	1.3063748713019625	6.83483074880125 
8.749502457738881	1.2891826770206962	6.786860088718379 
7.234087769631284	1.2127689895966938	5.964934650940389 
