Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p,vtkValidPointMask
0,291.667,-4,50,295.949,1.25194,-0.00846503,9.9369,10.0155,1.34491,0.216658,6.47584,0,1
